timestep,plant,availability
t0147,SE2_chp_industry,0.8
t0148,SE2_chp_industry,0.8
t0149,SE2_chp_industry,0.8
t0150,SE2_chp_industry,0.8
t0151,SE2_chp_industry,0.8
t0152,SE2_chp_industry,0.8
t0153,SE2_chp_industry,0.8
t0154,SE2_chp_industry,0.8
t0155,SE2_chp_industry,0.8
t0156,SE2_chp_industry,0.8
t0157,SE2_chp_industry,0.8
t0158,SE2_chp_industry,0.8
t0159,SE2_chp_industry,0.8
t0160,SE2_chp_industry,0.8
t0161,SE2_chp_industry,0.8
t0162,SE2_chp_industry,0.8
t0163,SE2_chp_industry,0.8
t0164,SE2_chp_industry,0.8
t0165,SE2_chp_industry,0.8
t0166,SE2_chp_industry,0.8
t0167,SE2_chp_industry,0.8
t0168,SE2_chp_industry,0.8
t0001,SE2_gasturbine,0.005
t0002,SE2_gasturbine,0.0
t0003,SE2_gasturbine,0.0
t0004,SE2_gasturbine,0.0
t0005,SE2_gasturbine,0.0
t0006,SE2_gasturbine,0.0
t0007,SE2_gasturbine,0.0
t0008,SE2_gasturbine,0.0
t0009,SE2_gasturbine,0.0
t0010,SE2_gasturbine,0.0
t0011,SE2_gasturbine,0.0
t0012,SE2_gasturbine,0.0
t0013,SE2_gasturbine,0.0
t0014,SE2_gasturbine,0.0
t0015,SE2_gasturbine,0.0
t0016,SE2_gasturbine,0.0
t0017,SE2_gasturbine,0.0
t0018,SE2_gasturbine,0.0
t0019,SE2_gasturbine,0.0
t0020,SE2_gasturbine,0.0
t0021,SE2_gasturbine,0.0
t0022,SE2_gasturbine,0.0
t0023,SE2_gasturbine,0.0
t0024,SE2_gasturbine,0.0
t0025,SE2_gasturbine,0.0
t0026,SE2_gasturbine,0.0
t0027,SE2_gasturbine,0.0
t0028,SE2_gasturbine,0.0
t0029,SE2_gasturbine,0.0
t0030,SE2_gasturbine,0.0
t0031,SE2_gasturbine,0.0
t0032,SE2_gasturbine,0.0
t0033,SE2_gasturbine,0.0
t0034,SE2_gasturbine,0.0
t0035,SE2_gasturbine,0.0
t0036,SE2_gasturbine,0.0
t0037,SE2_gasturbine,0.0
t0038,SE2_gasturbine,0.0
t0039,SE2_gasturbine,0.0
t0040,SE2_gasturbine,0.0
t0041,SE2_gasturbine,0.0
t0042,SE2_gasturbine,0.0
t0043,SE2_gasturbine,0.0
t0044,SE2_gasturbine,0.0
t0045,SE2_gasturbine,0.0
t0046,SE2_gasturbine,0.0
t0047,SE2_gasturbine,0.0
t0048,SE2_gasturbine,0.0
t0049,SE2_gasturbine,0.0
t0050,SE2_gasturbine,0.0
t0051,SE2_gasturbine,0.0
t0052,SE2_gasturbine,0.0
t0053,SE2_gasturbine,0.0
t0054,SE2_gasturbine,0.0
t0055,SE2_gasturbine,0.0
t0056,SE2_gasturbine,0.0
t0057,SE2_gasturbine,0.0
t0058,SE2_gasturbine,0.0
t0059,SE2_gasturbine,0.0
t0060,SE2_gasturbine,0.0
t0061,SE2_gasturbine,0.0
t0062,SE2_gasturbine,0.0
t0063,SE2_gasturbine,0.0
t0064,SE2_gasturbine,0.0
t0065,SE2_gasturbine,0.0
t0066,SE2_gasturbine,0.0
t0067,SE2_gasturbine,0.0
t0068,SE2_gasturbine,0.0
t0069,SE2_gasturbine,0.0
t0070,SE2_gasturbine,0.0
t0071,SE2_gasturbine,0.0
t0072,SE2_gasturbine,0.0
t0073,SE2_gasturbine,0.0
t0074,SE2_gasturbine,0.0
t0075,SE2_gasturbine,0.0
t0076,SE2_gasturbine,0.0
t0077,SE2_gasturbine,0.0
t0078,SE2_gasturbine,0.0
t0079,SE2_gasturbine,0.0
t0080,SE2_gasturbine,0.0
t0081,SE2_gasturbine,0.0
t0082,SE2_gasturbine,0.0
t0083,SE2_gasturbine,0.0
t0084,SE2_gasturbine,0.0
t0085,SE2_gasturbine,0.0
t0086,SE2_gasturbine,0.0
t0087,SE2_gasturbine,0.0
t0088,SE2_gasturbine,0.0
t0089,SE2_gasturbine,0.0
t0090,SE2_gasturbine,0.0
t0091,SE2_gasturbine,0.0
t0092,SE2_gasturbine,0.0
t0093,SE2_gasturbine,0.0
t0094,SE2_gasturbine,0.0
t0095,SE2_gasturbine,0.0
t0096,SE2_gasturbine,0.0
t0097,SE2_gasturbine,0.0
t0098,SE2_gasturbine,0.0
t0099,SE2_gasturbine,0.0
t0100,SE2_gasturbine,0.0
t0101,SE2_gasturbine,0.0
t0102,SE2_gasturbine,0.0
t0103,SE2_gasturbine,0.0
t0104,SE2_gasturbine,0.0
t0105,SE2_gasturbine,0.0
t0106,SE2_gasturbine,0.0
t0107,SE2_gasturbine,0.0
t0108,SE2_gasturbine,0.0
t0109,SE2_gasturbine,0.0
t0110,SE2_gasturbine,0.0
t0111,SE2_gasturbine,0.0
t0112,SE2_gasturbine,0.0
t0113,SE2_gasturbine,0.0
t0114,SE2_gasturbine,0.0
t0115,SE2_gasturbine,0.0
t0116,SE2_gasturbine,0.0
t0117,SE2_gasturbine,0.0
t0118,SE2_gasturbine,0.0
t0119,SE2_gasturbine,0.0
t0120,SE2_gasturbine,0.0
t0121,SE2_gasturbine,0.0
t0122,SE2_gasturbine,0.0
t0123,SE2_gasturbine,0.0
t0124,SE2_gasturbine,0.0
t0125,SE2_gasturbine,0.0
t0126,SE2_gasturbine,0.0
t0127,SE2_gasturbine,0.0
t0128,SE2_gasturbine,0.0
t0129,SE2_gasturbine,0.0
t0130,SE2_gasturbine,0.0
t0131,SE2_gasturbine,0.0
t0132,SE2_gasturbine,0.0
t0133,SE2_gasturbine,0.0
t0134,SE2_gasturbine,0.0
t0135,SE2_gasturbine,0.0
t0136,SE2_gasturbine,0.0
t0137,SE2_gasturbine,0.0
t0138,SE2_gasturbine,0.0
t0139,SE2_gasturbine,0.0
t0140,SE2_gasturbine,0.0
t0141,SE2_gasturbine,0.0
t0142,SE2_gasturbine,0.0
t0143,SE2_gasturbine,0.0
t0144,SE2_gasturbine,0.0
t0145,SE2_gasturbine,0.0
t0146,SE2_gasturbine,0.0
t0147,SE2_gasturbine,0.0
t0148,SE2_gasturbine,0.0
t0149,SE2_gasturbine,0.0
t0150,SE2_gasturbine,0.0
t0151,SE2_gasturbine,0.0
t0152,SE2_gasturbine,0.0
t0153,SE2_gasturbine,0.0
t0154,SE2_gasturbine,0.0
t0155,SE2_gasturbine,0.0
t0156,SE2_gasturbine,0.0
t0157,SE2_gasturbine,0.0
t0158,SE2_gasturbine,0.0
t0159,SE2_gasturbine,0.0
t0160,SE2_gasturbine,0.0
t0161,SE2_gasturbine,0.0
t0162,SE2_gasturbine,0.0
t0163,SE2_gasturbine,0.0
t0164,SE2_gasturbine,0.0
t0165,SE2_gasturbine,0.0
t0166,SE2_gasturbine,0.0
t0167,SE2_gasturbine,0.0
t0168,SE2_gasturbine,0.0
t0001,SE2_solar,0.0
t0002,SE2_solar,0.0
t0003,SE2_solar,0.0
t0004,SE2_solar,0.0
t0005,SE2_solar,0.0
t0006,SE2_solar,0.0
t0007,SE2_solar,0.0
t0008,SE2_solar,0.0
t0009,SE2_solar,0.0
t0010,SE2_solar,0.0008
t0011,SE2_solar,0.0021
t0012,SE2_solar,0.0008
t0013,SE2_solar,0.0004
t0014,SE2_solar,0.0001
t0015,SE2_solar,0.0
t0016,SE2_solar,0.0
t0017,SE2_solar,0.0
t0018,SE2_solar,0.0
t0019,SE2_solar,0.0
t0020,SE2_solar,0.0
t0021,SE2_solar,0.0
t0022,SE2_solar,0.0
t0023,SE2_solar,0.0
t0024,SE2_solar,0.0
t0025,SE2_solar,0.0
t0026,SE2_solar,0.0
t0027,SE2_solar,0.0
t0028,SE2_solar,0.0
t0029,SE2_solar,0.0
t0030,SE2_solar,0.0
t0031,SE2_solar,0.0
t0032,SE2_solar,0.0
t0033,SE2_solar,0.0003
t0034,SE2_solar,0.0035
t0035,SE2_solar,0.0062
t0036,SE2_solar,0.006
t0037,SE2_solar,0.0037
t0038,SE2_solar,0.0007
t0039,SE2_solar,0.0
t0040,SE2_solar,0.0
t0041,SE2_solar,0.0
t0042,SE2_solar,0.0
t0043,SE2_solar,0.0
t0044,SE2_solar,0.0
t0045,SE2_solar,0.0
t0046,SE2_solar,0.0
t0047,SE2_solar,0.0
t0048,SE2_solar,0.0
t0049,SE2_solar,0.0
t0050,SE2_solar,0.0
t0051,SE2_solar,0.0
t0052,SE2_solar,0.0
t0053,SE2_solar,0.0
t0054,SE2_solar,0.0
t0055,SE2_solar,0.0
t0056,SE2_solar,0.0
t0057,SE2_solar,0.0002
t0058,SE2_solar,0.0023
t0059,SE2_solar,0.0056
t0060,SE2_solar,0.0048
t0061,SE2_solar,0.0024
t0062,SE2_solar,0.0004
t0063,SE2_solar,0.0
t0064,SE2_solar,0.0
t0065,SE2_solar,0.0
t0066,SE2_solar,0.0
t0067,SE2_solar,0.0
t0068,SE2_solar,0.0
t0069,SE2_solar,0.0
t0070,SE2_solar,0.0
t0071,SE2_solar,0.0
t0072,SE2_solar,0.0
t0073,SE2_solar,0.0
t0074,SE2_solar,0.0
t0075,SE2_solar,0.0
t0076,SE2_solar,0.0
t0077,SE2_solar,0.0
t0078,SE2_solar,0.0
t0079,SE2_solar,0.0
t0080,SE2_solar,0.0
t0081,SE2_solar,0.0005
t0082,SE2_solar,0.002
t0083,SE2_solar,0.003
t0084,SE2_solar,0.0035
t0085,SE2_solar,0.002
t0086,SE2_solar,0.0004
t0087,SE2_solar,0.0
t0088,SE2_solar,0.0
t0089,SE2_solar,0.0
t0090,SE2_solar,0.0
t0091,SE2_solar,0.0
t0092,SE2_solar,0.0
t0093,SE2_solar,0.0
t0094,SE2_solar,0.0
t0095,SE2_solar,0.0
t0096,SE2_solar,0.0
t0097,SE2_solar,0.0
t0098,SE2_solar,0.0
t0099,SE2_solar,0.0
t0100,SE2_solar,0.0
t0101,SE2_solar,0.0
t0102,SE2_solar,0.0
t0103,SE2_solar,0.0
t0104,SE2_solar,0.0
t0105,SE2_solar,0.0
t0106,SE2_solar,0.0005
t0107,SE2_solar,0.0011
t0108,SE2_solar,0.001
t0109,SE2_solar,0.0004
t0110,SE2_solar,0.0001
t0111,SE2_solar,0.0
t0112,SE2_solar,0.0
t0113,SE2_solar,0.0
t0114,SE2_solar,0.0
t0115,SE2_solar,0.0
t0116,SE2_solar,0.0
t0117,SE2_solar,0.0
t0118,SE2_solar,0.0
t0119,SE2_solar,0.0
t0120,SE2_solar,0.0
t0121,SE2_solar,0.0
t0122,SE2_solar,0.0
t0123,SE2_solar,0.0
t0124,SE2_solar,0.0
t0125,SE2_solar,0.0
t0126,SE2_solar,0.0
t0127,SE2_solar,0.0
t0128,SE2_solar,0.0
t0129,SE2_solar,0.0
t0130,SE2_solar,0.0005
t0131,SE2_solar,0.0011
t0132,SE2_solar,0.0012
t0133,SE2_solar,0.0004
t0134,SE2_solar,0.0001
t0135,SE2_solar,0.0
t0136,SE2_solar,0.0
t0137,SE2_solar,0.0
t0138,SE2_solar,0.0
t0139,SE2_solar,0.0
t0140,SE2_solar,0.0
t0141,SE2_solar,0.0
t0142,SE2_solar,0.0
t0143,SE2_solar,0.0
t0144,SE2_solar,0.0
t0145,SE2_solar,0.0
t0146,SE2_solar,0.0
t0147,SE2_solar,0.0
t0148,SE2_solar,0.0
t0149,SE2_solar,0.0
t0150,SE2_solar,0.0
t0151,SE2_solar,0.0
t0152,SE2_solar,0.0
t0153,SE2_solar,0.0
t0154,SE2_solar,0.001
t0155,SE2_solar,0.0017
t0156,SE2_solar,0.0017
t0157,SE2_solar,0.0006
t0158,SE2_solar,0.0001
t0159,SE2_solar,0.0
t0160,SE2_solar,0.0
t0161,SE2_solar,0.0
t0162,SE2_solar,0.0
t0163,SE2_solar,0.0
t0164,SE2_solar,0.0
t0165,SE2_solar,0.0
t0166,SE2_solar,0.0
t0167,SE2_solar,0.0
t0168,SE2_solar,0.0
t0001,SE3_hydro,0.2278
t0002,SE3_hydro,0.226
t0003,SE3_hydro,0.2255
t0004,SE3_hydro,0.2268
t0005,SE3_hydro,0.2352
t0006,SE3_hydro,0.3613
t0007,SE3_hydro,0.4381
t0008,SE3_hydro,0.4455
t0009,SE3_hydro,0.4573
t0010,SE3_hydro,0.4645
t0011,SE3_hydro,0.4701
t0012,SE3_hydro,0.4864
t0013,SE3_hydro,0.4879
t0014,SE3_hydro,0.4833
t0015,SE3_hydro,0.4953
t0016,SE3_hydro,0.5068
t0017,SE3_hydro,0.5052
t0018,SE3_hydro,0.475
t0019,SE3_hydro,0.4731
t0020,SE3_hydro,0.4516
t0021,SE3_hydro,0.4493
t0022,SE3_hydro,0.3807
t0023,SE3_hydro,0.3628
t0024,SE3_hydro,0.3469
t0025,SE3_hydro,0.3445
t0026,SE3_hydro,0.3443
t0027,SE3_hydro,0.3414
t0028,SE3_hydro,0.3603
t0029,SE3_hydro,0.4656
t0030,SE3_hydro,0.5866
t0031,SE3_hydro,0.6782
t0032,SE3_hydro,0.6873
t0033,SE3_hydro,0.696
t0034,SE3_hydro,0.7004
t0035,SE3_hydro,0.672
t0036,SE3_hydro,0.6662
t0037,SE3_hydro,0.6615
t0038,SE3_hydro,0.6444
t0039,SE3_hydro,0.6502
t0040,SE3_hydro,0.6256
t0041,SE3_hydro,0.6809
t0042,SE3_hydro,0.6841
t0043,SE3_hydro,0.6824
t0044,SE3_hydro,0.6725
t0045,SE3_hydro,0.6644
t0046,SE3_hydro,0.6058
t0047,SE3_hydro,0.5173
t0048,SE3_hydro,0.5055
t0049,SE3_hydro,0.4949
t0050,SE3_hydro,0.4909
t0051,SE3_hydro,0.4916
t0052,SE3_hydro,0.5267
t0053,SE3_hydro,0.594
t0054,SE3_hydro,0.6631
t0055,SE3_hydro,0.6799
t0056,SE3_hydro,0.6734
t0057,SE3_hydro,0.694
t0058,SE3_hydro,0.6983
t0059,SE3_hydro,0.7003
t0060,SE3_hydro,0.7003
t0061,SE3_hydro,0.6985
t0062,SE3_hydro,0.6933
t0063,SE3_hydro,0.6926
t0064,SE3_hydro,0.6937
t0065,SE3_hydro,0.6738
t0066,SE3_hydro,0.6835
t0067,SE3_hydro,0.6871
t0068,SE3_hydro,0.6795
t0069,SE3_hydro,0.6592
t0070,SE3_hydro,0.5759
t0071,SE3_hydro,0.5364
t0072,SE3_hydro,0.5212
t0073,SE3_hydro,0.5197
t0074,SE3_hydro,0.4898
t0075,SE3_hydro,0.5621
t0076,SE3_hydro,0.5666
t0077,SE3_hydro,0.5489
t0078,SE3_hydro,0.591
t0079,SE3_hydro,0.6428
t0080,SE3_hydro,0.6331
t0081,SE3_hydro,0.627
t0082,SE3_hydro,0.6296
t0083,SE3_hydro,0.6282
t0084,SE3_hydro,0.611
t0085,SE3_hydro,0.6085
t0086,SE3_hydro,0.599
t0087,SE3_hydro,0.5927
t0088,SE3_hydro,0.594
t0089,SE3_hydro,0.5942
t0090,SE3_hydro,0.5701
t0091,SE3_hydro,0.5664
t0092,SE3_hydro,0.4827
t0093,SE3_hydro,0.4653
t0094,SE3_hydro,0.465
t0095,SE3_hydro,0.4554
t0096,SE3_hydro,0.4233
t0097,SE3_hydro,0.4149
t0098,SE3_hydro,0.413
t0099,SE3_hydro,0.4194
t0100,SE3_hydro,0.4179
t0101,SE3_hydro,0.4262
t0102,SE3_hydro,0.4707
t0103,SE3_hydro,0.5201
t0104,SE3_hydro,0.5364
t0105,SE3_hydro,0.5469
t0106,SE3_hydro,0.5533
t0107,SE3_hydro,0.5547
t0108,SE3_hydro,0.56
t0109,SE3_hydro,0.5593
t0110,SE3_hydro,0.5604
t0111,SE3_hydro,0.5846
t0112,SE3_hydro,0.5996
t0113,SE3_hydro,0.6012
t0114,SE3_hydro,0.5987
t0115,SE3_hydro,0.5851
t0116,SE3_hydro,0.6041
t0117,SE3_hydro,0.589
t0118,SE3_hydro,0.5626
t0119,SE3_hydro,0.5423
t0120,SE3_hydro,0.4537
t0121,SE3_hydro,0.4501
t0122,SE3_hydro,0.4494
t0123,SE3_hydro,0.4491
t0124,SE3_hydro,0.4481
t0125,SE3_hydro,0.4232
t0126,SE3_hydro,0.445
t0127,SE3_hydro,0.4492
t0128,SE3_hydro,0.4592
t0129,SE3_hydro,0.4924
t0130,SE3_hydro,0.5454
t0131,SE3_hydro,0.5527
t0132,SE3_hydro,0.5635
t0133,SE3_hydro,0.5719
t0134,SE3_hydro,0.5736
t0135,SE3_hydro,0.5782
t0136,SE3_hydro,0.5805
t0137,SE3_hydro,0.5804
t0138,SE3_hydro,0.5807
t0139,SE3_hydro,0.6071
t0140,SE3_hydro,0.6096
t0141,SE3_hydro,0.6057
t0142,SE3_hydro,0.5454
t0143,SE3_hydro,0.5275
t0144,SE3_hydro,0.4946
t0145,SE3_hydro,0.4808
t0146,SE3_hydro,0.4409
t0147,SE3_hydro,0.4473
t0148,SE3_hydro,0.4467
t0149,SE3_hydro,0.4209
t0150,SE3_hydro,0.4574
t0151,SE3_hydro,0.4679
t0152,SE3_hydro,0.4743
t0153,SE3_hydro,0.4929
t0154,SE3_hydro,0.5056
t0155,SE3_hydro,0.552
t0156,SE3_hydro,0.5536
t0157,SE3_hydro,0.5587
t0158,SE3_hydro,0.5745
t0159,SE3_hydro,0.5776
t0160,SE3_hydro,0.5805
t0161,SE3_hydro,0.5814
t0162,SE3_hydro,0.5806
t0163,SE3_hydro,0.6036
t0164,SE3_hydro,0.5973
t0165,SE3_hydro,0.5422
t0166,SE3_hydro,0.5162
t0167,SE3_hydro,0.5005
t0168,SE3_hydro,0.4435
t0001,SE3_nuclear,0.8361
t0002,SE3_nuclear,0.8364
t0003,SE3_nuclear,0.8365
t0004,SE3_nuclear,0.8362
t0005,SE3_nuclear,0.8364
t0006,SE3_nuclear,0.8365
t0007,SE3_nuclear,0.8367
t0008,SE3_nuclear,0.8367
t0009,SE3_nuclear,0.837
t0010,SE3_nuclear,0.837
t0011,SE3_nuclear,0.8371
t0012,SE3_nuclear,0.837
t0013,SE3_nuclear,0.8367
t0014,SE3_nuclear,0.8367
t0015,SE3_nuclear,0.8365
t0016,SE3_nuclear,0.8367
t0017,SE3_nuclear,0.8368
t0018,SE3_nuclear,0.8368
t0019,SE3_nuclear,0.8365
t0020,SE3_nuclear,0.8365
t0021,SE3_nuclear,0.8365
t0022,SE3_nuclear,0.8365
t0023,SE3_nuclear,0.8365
t0024,SE3_nuclear,0.8365
t0025,SE3_nuclear,0.8364
t0026,SE3_nuclear,0.8364
t0027,SE3_nuclear,0.8365
t0028,SE3_nuclear,0.8365
t0029,SE3_nuclear,0.8365
t0030,SE3_nuclear,0.8365
t0031,SE3_nuclear,0.8364
t0032,SE3_nuclear,0.8365
t0033,SE3_nuclear,0.8365
t0034,SE3_nuclear,0.837
t0035,SE3_nuclear,0.8371
t0036,SE3_nuclear,0.8368
t0037,SE3_nuclear,0.8365
t0038,SE3_nuclear,0.8365
t0039,SE3_nuclear,0.8367
t0040,SE3_nuclear,0.8367
t0041,SE3_nuclear,0.8368
t0042,SE3_nuclear,0.8368
t0043,SE3_nuclear,0.8371
t0044,SE3_nuclear,0.8371
t0045,SE3_nuclear,0.8372
t0046,SE3_nuclear,0.8372
t0047,SE3_nuclear,0.8372
t0048,SE3_nuclear,0.8371
t0049,SE3_nuclear,0.8358
t0050,SE3_nuclear,0.8352
t0051,SE3_nuclear,0.8357
t0052,SE3_nuclear,0.8361
t0053,SE3_nuclear,0.8365
t0054,SE3_nuclear,0.837
t0055,SE3_nuclear,0.837
t0056,SE3_nuclear,0.8374
t0057,SE3_nuclear,0.8374
t0058,SE3_nuclear,0.8381
t0059,SE3_nuclear,0.8384
t0060,SE3_nuclear,0.8381
t0061,SE3_nuclear,0.8377
t0062,SE3_nuclear,0.8374
t0063,SE3_nuclear,0.8377
t0064,SE3_nuclear,0.838
t0065,SE3_nuclear,0.8383
t0066,SE3_nuclear,0.838
t0067,SE3_nuclear,0.8381
t0068,SE3_nuclear,0.8383
t0069,SE3_nuclear,0.8385
t0070,SE3_nuclear,0.8385
t0071,SE3_nuclear,0.8387
t0072,SE3_nuclear,0.8385
t0073,SE3_nuclear,0.8383
t0074,SE3_nuclear,0.8381
t0075,SE3_nuclear,0.8381
t0076,SE3_nuclear,0.8381
t0077,SE3_nuclear,0.8381
t0078,SE3_nuclear,0.8381
t0079,SE3_nuclear,0.8381
t0080,SE3_nuclear,0.8383
t0081,SE3_nuclear,0.8383
t0082,SE3_nuclear,0.838
t0083,SE3_nuclear,0.8387
t0084,SE3_nuclear,0.839
t0085,SE3_nuclear,0.8381
t0086,SE3_nuclear,0.8385
t0087,SE3_nuclear,0.8387
t0088,SE3_nuclear,0.8385
t0089,SE3_nuclear,0.8384
t0090,SE3_nuclear,0.8384
t0091,SE3_nuclear,0.8381
t0092,SE3_nuclear,0.8377
t0093,SE3_nuclear,0.8374
t0094,SE3_nuclear,0.837
t0095,SE3_nuclear,0.8374
t0096,SE3_nuclear,0.8377
t0097,SE3_nuclear,0.8378
t0098,SE3_nuclear,0.8377
t0099,SE3_nuclear,0.8377
t0100,SE3_nuclear,0.8377
t0101,SE3_nuclear,0.8375
t0102,SE3_nuclear,0.838
t0103,SE3_nuclear,0.838
t0104,SE3_nuclear,0.8378
t0105,SE3_nuclear,0.8378
t0106,SE3_nuclear,0.8378
t0107,SE3_nuclear,0.8377
t0108,SE3_nuclear,0.838
t0109,SE3_nuclear,0.838
t0110,SE3_nuclear,0.838
t0111,SE3_nuclear,0.838
t0112,SE3_nuclear,0.838
t0113,SE3_nuclear,0.838
t0114,SE3_nuclear,0.8378
t0115,SE3_nuclear,0.8378
t0116,SE3_nuclear,0.8378
t0117,SE3_nuclear,0.838
t0118,SE3_nuclear,0.8383
t0119,SE3_nuclear,0.8381
t0120,SE3_nuclear,0.8384
t0121,SE3_nuclear,0.8385
t0122,SE3_nuclear,0.8384
t0123,SE3_nuclear,0.8384
t0124,SE3_nuclear,0.8384
t0125,SE3_nuclear,0.8384
t0126,SE3_nuclear,0.8384
t0127,SE3_nuclear,0.8385
t0128,SE3_nuclear,0.8384
t0129,SE3_nuclear,0.8383
t0130,SE3_nuclear,0.8387
t0131,SE3_nuclear,0.8384
t0132,SE3_nuclear,0.8383
t0133,SE3_nuclear,0.8381
t0134,SE3_nuclear,0.8383
t0135,SE3_nuclear,0.8384
t0136,SE3_nuclear,0.8355
t0137,SE3_nuclear,0.8318
t0138,SE3_nuclear,0.8322
t0139,SE3_nuclear,0.8351
t0140,SE3_nuclear,0.8368
t0141,SE3_nuclear,0.8374
t0142,SE3_nuclear,0.8371
t0143,SE3_nuclear,0.837
t0144,SE3_nuclear,0.8375
t0145,SE3_nuclear,0.838
t0146,SE3_nuclear,0.8381
t0147,SE3_nuclear,0.8381
t0148,SE3_nuclear,0.8381
t0149,SE3_nuclear,0.8381
t0150,SE3_nuclear,0.8381
t0151,SE3_nuclear,0.838
t0152,SE3_nuclear,0.8381
t0153,SE3_nuclear,0.838
t0154,SE3_nuclear,0.837
t0155,SE3_nuclear,0.8365
t0156,SE3_nuclear,0.8365
t0157,SE3_nuclear,0.8371
t0158,SE3_nuclear,0.8374
t0159,SE3_nuclear,0.8378
t0160,SE3_nuclear,0.838
t0161,SE3_nuclear,0.838
t0162,SE3_nuclear,0.8378
t0163,SE3_nuclear,0.838
t0164,SE3_nuclear,0.8378
t0165,SE3_nuclear,0.8381
t0166,SE3_nuclear,0.8383
t0167,SE3_nuclear,0.8383
t0168,SE3_nuclear,0.8384
t0001,SE3_wind,0.5812
t0002,SE3_wind,0.583
t0003,SE3_wind,0.5683
t0004,SE3_wind,0.5553
t0005,SE3_wind,0.5764
t0006,SE3_wind,0.5885
t0007,SE3_wind,0.5679
t0008,SE3_wind,0.547
t0009,SE3_wind,0.5305
t0010,SE3_wind,0.5093
t0011,SE3_wind,0.4879
t0012,SE3_wind,0.4512
t0013,SE3_wind,0.4241
t0014,SE3_wind,0.3896
t0015,SE3_wind,0.3884
t0016,SE3_wind,0.3957
t0017,SE3_wind,0.4294
t0018,SE3_wind,0.4626
t0019,SE3_wind,0.483
t0020,SE3_wind,0.5337
t0021,SE3_wind,0.5486
t0022,SE3_wind,0.5592
t0023,SE3_wind,0.5769
t0024,SE3_wind,0.5836
t0025,SE3_wind,0.5735
t0026,SE3_wind,0.56
t0027,SE3_wind,0.5766
t0028,SE3_wind,0.5979
t0029,SE3_wind,0.5993
t0030,SE3_wind,0.5955
t0031,SE3_wind,0.5876
t0032,SE3_wind,0.5785
t0033,SE3_wind,0.5648
t0034,SE3_wind,0.5372
t0035,SE3_wind,0.4948
t0036,SE3_wind,0.4633
t0037,SE3_wind,0.4401
t0038,SE3_wind,0.4208
t0039,SE3_wind,0.4083
t0040,SE3_wind,0.3927
t0041,SE3_wind,0.3667
t0042,SE3_wind,0.3364
t0043,SE3_wind,0.3052
t0044,SE3_wind,0.2786
t0045,SE3_wind,0.2623
t0046,SE3_wind,0.2507
t0047,SE3_wind,0.2386
t0048,SE3_wind,0.2306
t0049,SE3_wind,0.2242
t0050,SE3_wind,0.2295
t0051,SE3_wind,0.2261
t0052,SE3_wind,0.2253
t0053,SE3_wind,0.2315
t0054,SE3_wind,0.2387
t0055,SE3_wind,0.2379
t0056,SE3_wind,0.2339
t0057,SE3_wind,0.2266
t0058,SE3_wind,0.2142
t0059,SE3_wind,0.1886
t0060,SE3_wind,0.1685
t0061,SE3_wind,0.1593
t0062,SE3_wind,0.1727
t0063,SE3_wind,0.1913
t0064,SE3_wind,0.2166
t0065,SE3_wind,0.2309
t0066,SE3_wind,0.2381
t0067,SE3_wind,0.2439
t0068,SE3_wind,0.2433
t0069,SE3_wind,0.2372
t0070,SE3_wind,0.2372
t0071,SE3_wind,0.2312
t0072,SE3_wind,0.2408
t0073,SE3_wind,0.2419
t0074,SE3_wind,0.2375
t0075,SE3_wind,0.2369
t0076,SE3_wind,0.2252
t0077,SE3_wind,0.2296
t0078,SE3_wind,0.2334
t0079,SE3_wind,0.2339
t0080,SE3_wind,0.2431
t0081,SE3_wind,0.2546
t0082,SE3_wind,0.2461
t0083,SE3_wind,0.2161
t0084,SE3_wind,0.2124
t0085,SE3_wind,0.227
t0086,SE3_wind,0.2525
t0087,SE3_wind,0.2867
t0088,SE3_wind,0.3374
t0089,SE3_wind,0.368
t0090,SE3_wind,0.3987
t0091,SE3_wind,0.4326
t0092,SE3_wind,0.4778
t0093,SE3_wind,0.5019
t0094,SE3_wind,0.5141
t0095,SE3_wind,0.5218
t0096,SE3_wind,0.5354
t0097,SE3_wind,0.5275
t0098,SE3_wind,0.5265
t0099,SE3_wind,0.5154
t0100,SE3_wind,0.4948
t0101,SE3_wind,0.4667
t0102,SE3_wind,0.4602
t0103,SE3_wind,0.4392
t0104,SE3_wind,0.4129
t0105,SE3_wind,0.3848
t0106,SE3_wind,0.3484
t0107,SE3_wind,0.3082
t0108,SE3_wind,0.2756
t0109,SE3_wind,0.2509
t0110,SE3_wind,0.2373
t0111,SE3_wind,0.2258
t0112,SE3_wind,0.2265
t0113,SE3_wind,0.2319
t0114,SE3_wind,0.2293
t0115,SE3_wind,0.2258
t0116,SE3_wind,0.2257
t0117,SE3_wind,0.2181
t0118,SE3_wind,0.2022
t0119,SE3_wind,0.1974
t0120,SE3_wind,0.2029
t0121,SE3_wind,0.1992
t0122,SE3_wind,0.2045
t0123,SE3_wind,0.2107
t0124,SE3_wind,0.228
t0125,SE3_wind,0.2471
t0126,SE3_wind,0.2657
t0127,SE3_wind,0.2898
t0128,SE3_wind,0.3213
t0129,SE3_wind,0.3363
t0130,SE3_wind,0.3504
t0131,SE3_wind,0.359
t0132,SE3_wind,0.3563
t0133,SE3_wind,0.3574
t0134,SE3_wind,0.3737
t0135,SE3_wind,0.3925
t0136,SE3_wind,0.4071
